pathway	pval	padj	ES	NES	nMoreExtreme	size
TABULA_MURIS_SENIS_BLADDER_BLADDER_CELL_AGEING	0.00202429149797571	0.00428265524625268	0.194828862981684	3.83948737888545	0	288
TABULA_MURIS_SENIS_BLADDER_BLADDER_UROTHELIAL_CELL_AGEING	0.00204498977505112	0.00428265524625268	0.325101843540703	4.40721913121753	0	140
TABULA_MURIS_SENIS_BLADDER_ENDOTHELIAL_CELL_AGEING	0.00204081632653061	0.00428265524625268	0.121470790739711	2.80513828478513	0	397
TABULA_MURIS_SENIS_BLADDER_LEUKOCYTE_AGEING	0.351351351351351	0.426640926640927	-0.318707157659812	-1.09661264654395	181	8
TABULA_MURIS_SENIS_BRAIN_MYELOID_MACROPHAGE_AGEING	0.026694045174538	0.0425436344969199	0.220885093167702	1.67643200138268	12	42
TABULA_MURIS_SENIS_BRAIN_MYELOID_MICROGLIAL_CELL_AGEING	0.00204918032786885	0.00428265524625268	0.267834501926891	5.20173013911198	0	283
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ASTROCYTE_AGEING	0.0020703933747412	0.00428265524625268	0.131285482744819	3.05551635486178	0	413
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_BRAIN_PERICYTE_AGEING	0.00204918032786885	0.00428265524625268	0.245697372399656	7.21669891245209	0	708
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ENDOTHELIAL_CELL_AGEING	0.00202020202020202	0.00428265524625268	0.245033106311411	5.30067890076832	0	346
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_INTERNEURON_AGEING	0.471953578336557	0.544710695499708	0.139372636736433	0.984684115890914	243	36
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_NEURON_AGEING	0.00198807157057654	0.00428265524625268	0.111389270434041	3.45964052202195	0	761
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_OLIGODENDROCYTE_AGEING	0.00193423597678917	0.00428265524625268	0.228671376876337	8.10288895283045	0	1038
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_OLIGODENDROCYTE_PRECURSOR_CELL_AGEING	0.00203665987780041	0.00428265524625268	0.187693065741846	4.21827010944778	0	377
TABULA_MURIS_SENIS_DIAPHRAGM_B_CELL_AGEING	0.962226640159046	0.966966672869189	-0.135664224159799	-0.542109343273313	483	11
TABULA_MURIS_SENIS_DIAPHRAGM_ENDOTHELIAL_CELL_AGEING	0.147474747474747	0.201911734797641	0.268276253279444	1.3657069490028	72	18
