pathway	pval	padj	ES	NES	nMoreExtreme	size
MIR_3087_5P	0.0138339920948617	0.0330329672736032	-0.19270190251593	-1.89801944003506	6	67
MIR_6968_3P	0.0233463035019455	0.0496901570831532	-0.509265901482544	-1.76495173580799	11	8
MIR_7647_5P	0.00196850393700787	0.00680433203877364	-0.393206822028113	-2.5750353660651	0	31
MIR_329_5P	0.730223123732252	0.796775104629368	-0.0788678101178101	-0.810846747429784	359	74
MIR_3076_5P	0.174089068825911	0.261436894299539	0.193270189303295	1.30151375106872	85	31
MIR_345_5P	0.805394990366089	0.855515072945864	-0.153503349816558	-0.733909813056334	417	16
MIR_7080_5P	0.159533073929961	0.243245149911817	-0.21976004519108	-1.32216199696708	81	26
MIR_330_5P	0.371868978805395	0.470361056097213	0.0803569632222759	1.06828719813466	192	128
MIR_326_3P	0.352059925093633	0.453965079178327	0.0927294156411979	1.06818438865589	187	95
MIR_6939_3P	0.699410609037328	0.770961566483602	0.108173117357151	0.811950551498913	355	38
MIR_6997_5P	0.160896130346232	0.244392007680092	-0.126713578664388	-1.28690841076663	78	72
MIR_5618_3P	0.00829875518672199	0.0214820629758389	-0.258590378775771	-1.92295817976491	3	40
MIR_1949	0.00829875518672199	0.0214820629758389	-0.258590378775771	-1.92295817976491	3	40
MIR_878_5P	0.0604288499025341	0.109778016050547	-0.246856419762942	-1.51866676542689	30	27
MIR_135A_1_3P	0.277131782945736	0.378869209044831	-0.201489870338951	-1.15196001773059	142	23
MIR_7035_3P	0.437007874015748	0.536228878863452	-0.10372697204309	-1.00536875805575	221	65
MIR_6377	0.00210526315789474	0.00680433203877364	-0.270344541876683	-3.73807876594296	0	140
MIR_8096	0.950980392156863	0.96611089928016	-0.154838138257827	-0.565260383422301	484	9
MIR_879_5P	0.520161290322581	0.612217600972765	-0.12339772865668	-0.956502214491772	257	42
MIR_219A_1_3P	0.597722960151803	0.680181111090236	-0.148270816706571	-0.87318707843449	314	24
MIR_154_5P	0.0811359026369168	0.140299193727226	-0.194361743284385	-1.42507851009301	39	38
MIR_451A	0.23155737704918	0.328293518119068	0.335644827036506	1.18083583256631	112	8
MIR_6959_3P	0.955645161290323	0.969136622390892	0.134359301491109	0.596182859376123	473	13
MIR_7032_5P	0.201535508637236	0.293700098808618	0.166347126804069	1.22631547587626	104	36
MIR_6990_5P	0.25147347740668	0.350827441790241	0.157575145918488	1.18276360852773	127	38
MIR_6989_3P	0.00400801603206413	0.0120621860263353	-0.239360204734485	-2.00084410316616	1	50
MIR_7682_3P	0.0938775510204082	0.158942513946909	-0.160114189698923	-1.4200703142966	45	56
MIR_12194_3P	0.300411522633745	0.402103621910385	-0.103960237293571	-1.11049637377066	145	80
MIR_122B_5P	0.00210970464135021	0.00680433203877364	-0.274531448098625	-3.80732001137336	0	141
MIR_7028_3P	0.0210970464135021	0.0453507581257826	-0.150266681508673	-1.72535091708562	9	93
MIR_760_5P	0.301619433198381	0.403094498320937	-0.156248043201786	-1.13270379166481	148	37
MIR_6913_5P	0.623352165725047	0.703310951380878	0.0781379898779224	0.868398496088544	330	88
MIR_7672_5P	0.702169625246548	0.773508264488849	0.179061289587605	0.822550050485636	355	14
MIR_7021_3P	0.00422832980972516	0.0120977362356673	-0.14630327892149	-2.00776071133174	1	136
MIR_6927_5P	0.244575936883629	0.342525520054733	0.168887427175343	1.19172277475272	123	34
MIR_7070_5P	0.165009940357853	0.249541348400823	0.181541200232789	1.30143010816399	82	35
MIR_7073_3P	0.125490196078431	0.200505188173509	-0.211913126796551	-1.36731354298508	63	30
MIR_296_3P	0.0131826741996234	0.0316090825036866	-0.382764305466922	-1.9602466815352	6	18
MIR_7664_5P	0.00207900207900208	0.00680433203877364	-0.186475360139691	-2.30600705424989	0	106
MIR_505_3P	0.00198412698412698	0.00680433203877364	-0.257045013024858	-2.3268975989582	0	58
MIR_5107_3P	0.241308793456033	0.338775537392671	-0.157075665697918	-1.19498538291665	117	41
MIR_331_3P	0.13894324853229	0.219156596953035	0.158911129425781	1.32947328787719	70	49
MIR_410_5P	0.129707112970711	0.206859447512957	0.215750567829858	1.38016525172393	61	29
MIR_494_5P	0.148373983739837	0.230033046733345	0.207702544447993	1.36665813738637	72	30
MIR_6347	0.584016393442623	0.668999509830619	0.314654554147741	0.895621692828443	284	5
MIR_1966_5P	0.310699588477366	0.412536936545494	0.198391467421664	1.13878849457866	150	23
MIR_6963_5P	0.319230769230769	0.420117439812096	-0.1863708196983	-1.11155743105649	165	25
MIR_7656_5P	0.251908396946565	0.351083327676538	-0.185047835363755	-1.17975426704134	131	29
MIR_7118_5P	0.765199161425577	0.824578142597884	-0.0527755365499435	-0.782245541933082	364	160
MIR_21B	0.00208768267223382	0.00680433203877364	-0.112752927426328	-2.05224122474424	0	239
MIR_702_3P	0.0161616161616162	0.036978845483551	0.223915413124046	1.76461511057898	7	44
MIR_6340	0.00416666666666667	0.0120977362356673	-0.163442367323132	-2.03602822617546	1	108
MIR_12188_3P	0.335294117647059	0.436684842679243	0.106906607632643	1.09718600120335	170	73
MIR_298_5P	0.620229007633588	0.700704331035587	0.0736758355040947	0.884666376938917	324	105
MIR_6537_3P	0.507070707070707	0.603226011671014	-0.135970682202594	-0.940704906867229	250	34
MIR_3068_5P	0.323412698412698	0.424325336425793	-0.129145490567663	-1.10808335721055	162	52
MIR_7048_5P	0.00984251968503937	0.0250272919424895	0.166736925813627	1.74836313944929	4	77
MIR_185_3P	0.0156555772994129	0.0362284768646817	0.174882942548381	1.77965565448344	7	72
MIR_7662_3P	0.339285714285714	0.4404582616179	-0.120631705594066	-1.09201739727166	170	58
MIR_505_5P	0.72147001934236	0.790225103777782	0.0964770243616398	0.80051548230995	372	48
MIR_7052_5P	0.00596421471172962	0.0167191970130437	-0.209791703065246	-2.04681621127378	2	66
MIR_6990_3P	0.179226069246436	0.267751944004207	-0.161262739951633	-1.25932497021283	87	43
MIR_687	0.0214424951267057	0.0459786835801499	-0.288189362828143	-1.77294804768271	10	27
MIR_3544_5P	0.0533049040511727	0.0981812548976728	-0.121493107670075	-1.5275798072088	24	111
MIR_7049_3P	0.984	0.989740956826138	0.0572920439224178	0.542514696482649	491	63
MIR_7211_5P	0.00209205020920502	0.00680433203877364	-0.205394963833393	-2.52312552450008	0	105
MIR_7228_3P	0.537549407114625	0.6270197414517	-0.231197408188559	-0.925167008519304	271	11
MIR_879_3P	0.00770712909441233	0.0208916518219605	-0.406564045302281	-1.943809974439	3	16
MIR_6901_3P	0.00608519269776876	0.0168663540369025	-0.28560915712099	-2.09411309664663	2	38
MIR_134_5P	0.536779324055666	0.626545399236268	-0.112046834249976	-0.9467407305107	269	51
MIR_1906	0.290258449304175	0.391422874785548	0.0611017256698076	1.13325938905816	145	260
